source,kind,pages,replacements,leaks,output
DO.pdf,digital,81,132,BJP-190-1;BROADENED;OTHER INSURANCE;PHSD1889923-000;PI-BELL-1;PI-CME-1;PI-NPD-1;PI-NPD-133;PI-NPD-137;PI-NPD-170;PI-NPD-2;PI-NPD-25;PI-NPD-27;PI-NPD-52;PI-NPD-82;PI-PL-NY-4;PI-SLD-001;PI-TER-DN1;committed such act or omission;;www.,E:\SML\SLM Training documents\New Documents Redacted\Philandelphia\DO_redacted.pdf
PAUTO.pdf,digital,8,23,Vehicle;policy information.,E:\SML\SLM Training documents\New Documents Redacted\Plymouth Rock\PAUTO_redacted.pdf
PER-P.pdf,scanned,4,18,PRA51701;PRHEOI11,E:\SML\SLM Training documents\New Documents Redacted\Plymouth Rock\PER-P_redacted.pdf
PUMBER.pdf,digital,2,14,,E:\SML\SLM Training documents\New Documents Redacted\Plymouth Rock\PUMBER_redacted.pdf
AUTO-9797.pdf,digital,72,411,", during;0310A9700;CANYIDCRD1;ITEM FOUR;ITEM TWO;NYCADS03;PMCA9505;QPCA106964;any premium refund due.;under this Coverage Part",E:\SML\SLM Training documents\New Documents Redacted\Preferred Mutual\AUTO-9797_redacted.pdf
AUTO.pdf,digital,80,451,CANYIDCRD1;NYCADS03,E:\SML\SLM Training documents\New Documents Redacted\Preferred Mutual\AUTO_redacted.pdf
C-AUTO.pdf,digital,77,435,0310A9700;CANYIDCRD1;DT712-10-DP;NYCADS03;PMCA9505;QPCA106241,E:\SML\SLM Training documents\New Documents Redacted\Preferred Mutual\C-AUTO_redacted.pdf
1-CAUTO.pdf,digital,5,31,information,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\1-CAUTO_redacted.pdf
2-CAUTO.pdf,digital,5,31,,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\2-CAUTO_redacted.pdf
AUTO.pdf,digital,4,25,,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\AUTO_redacted.pdf
CAUTO.pdf,digital,3,18,,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\CAUTO_redacted.pdf
MCI -1.pdf,scanned,2,9,,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\MCI -1_redacted.pdf
MCI.pdf,digital,5,26,,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\MCI_redacted.pdf
PUMBER- MC-AUTO.pdf,digital,2,8,,E:\SML\SLM Training documents\New Documents Redacted\Progrrssive\PUMBER- MC-AUTO_redacted.pdf
LIFE.pdf,digital,3,6,Contract Date;PLTIC-2019;TS10NY25,E:\SML\SLM Training documents\New Documents Redacted\Prudential\LIFE_redacted.pdf
1-CGL.pdf,digital,78,95,Forms;LS-141A-DISC;SMIC-SF-525;SMIC-SF-530;as of the inception date of the renewal.;means the person or entity named in the Declarations.;only with respect to property covered by this insurance.;under this policy;,E:\SML\SLM Training documents\New Documents Redacted\SMIC\1-CGL_redacted.pdf
BGL.pdf,digital,78,95,LS-141A-DISC;SMIC-SF-525;SMIC-SF-530,E:\SML\SLM Training documents\New Documents Redacted\SMIC\BGL_redacted.pdf
CGL.pdf,digital,78,102,Building;Clause(s);SMIC-SF-525;SMIC-SF-530,E:\SML\SLM Training documents\New Documents Redacted\SMIC\CGL_redacted.pdf
CP.pdf,digital,78,102,SMIC-SF-525;SMIC-SF-530,E:\SML\SLM Training documents\New Documents Redacted\SMIC\CP_redacted.pdf
CGL.pdf,scanned,73,488,0025321173P1;0025321173P2;0025321173P3;0025321173P4;0025321173P5;0025321173P6;ILP0010104;R;SSI-SOP-001;SSICYEX00000123;SSIGL01000123;SSIGL0101;SSIGL01010123;SSILAO00010318;SSIMECH00010318;SSIMECH00010318-;SSIMESL00010318;SSINYOP00010621;SSIOBPF00010318;SSIPOOL00010318;SSISCP00010318;SSISF00030123;TERM;XX-XXX6241,E:\SML\SLM Training documents\New Documents Redacted\SUTTO NATIONAL\CGL_redacted.pdf
CUMBR - Digital.pdf,digital,33,162,"GLSISTC011978326;IP Address;SSI-SOP-001;because of ""injury or",E:\SML\SLM Training documents\New Documents Redacted\SUTTO NATIONAL\CUMBR - Digital_redacted.pdf
CUMBR.pdf,digital,33,162,GLSISTC011978326;SSI-SOP-001,E:\SML\SLM Training documents\New Documents Redacted\SUTTO NATIONAL\CUMBR_redacted.pdf
12703829- CGL.pdf,sparse,5,23,TCICGL01000123;TERM,E:\SML\SLM Training documents\New Documents Redacted\TCIC\12703829- CGL_redacted.pdf
AUTO.pdf,digital,75,288,And Address;CAF-4025-5;G-3418-0;G-4190-0;HA00120615T;LOSS;PAYEE;applies;does not include any;during;if Required by Contract;incurred while;motor;shown in,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\AUTO_redacted.pdf
BOP -1.pdf,digital,182,141,"(May include copyrighted material of Insurance Services Office, Inc., with its permission);(b) Any Extra Expense that is paid for by other insurance.;AP Chiropractic PC;BY CONTRACT;Cause of Loss.;DOS-0347;G-4008-0;Mortgageholders;Transfer Of Rights Of Recovery;period of restoration”, once business operations are resumed; and;under this Coverage Part;",E:\SML\SLM Training documents\New Documents Redacted\The Hartford\BOP -1_redacted.pdf
BOP- Property.pdf,digital,186,135,DOS-0347;G-4008-0;G-4190-0,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\BOP- Property_redacted.pdf
BOP.pdf,digital,224,190,"DOS-0347;G-4008-0;Supplemental Policy.;as stated herein.;before the end of the ""policy period"".",E:\SML\SLM Training documents\New Documents Redacted\The Hartford\BOP_redacted.pdf
BOPGL.pdf,digital,221,177,DOS-0347;G-4008-0,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\BOPGL_redacted.pdf
CYBER- BOP.pdf,digital,188,136,DOS-0347;G-4008-0;G-4190-0,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\CYBER- BOP_redacted.pdf
WORK -2.pdf,digital,47,135,G-3418-0;Telephone;WC310308;WC310323;WC310618A;WC990368,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\WORK -2_redacted.pdf
WORK -3.pdf,scanned,46,185,B0X420603;G-4119-0;ITEM1-NAMEDINSURED;New;ProcessDate:08/22/22;WC310305B;WC310308;WC310319L;WC310402;WC310407;WC310618A;WC990365;WC990368;WORKERSCOMPENSATIONANDEMPLOYERSLIABILITYPOLICY,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\WORK -3_redacted.pdf
WORK -4.pdf,digital,43,141,G-3058-1;G-3418-0;WC310308;WC310323;WC310618A;WC990368,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\WORK -4_redacted.pdf
WORK- 1.pdf,digital,43,135,G-3058-1;G-3418-0;WC310308;WC310319K;WC310618A;WC990368,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\WORK- 1_redacted.pdf
WORK- ELP.pdf,digital,45,143,G-3058-1;G-3418-0;WC310308;WC310319J;WC310402;WC310407;WC310618A;WC990368,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\WORK- ELP_redacted.pdf
WORK.pdf,digital,45,136,G-3418-0;WC310308;WC310319N;WC310618A;WC990368,E:\SML\SLM Training documents\New Documents Redacted\The Hartford\WORK_redacted.pdf
WORK - 272.pdf,digital,2,7,001399450R;A10001913794;NIF2SAAV2;NIF564AV2,E:\SML\SLM Training documents\New Documents Redacted\The State\WORK - 272_redacted.pdf
WORK - 948.pdf,digital,21,128,000305764R;APPEALV1;DTE00V10;E10002191016;NIF3SWV40;NIF512V2,E:\SML\SLM Training documents\New Documents Redacted\The State\WORK - 948_redacted.pdf
WORK-103.pdf,digital,19,104,001009103R;APPEALV1;DTE00V10;E10002079461;NIF10SV2;NIF3RWV1;NIF512V2,E:\SML\SLM Training documents\New Documents Redacted\The State\WORK-103_redacted.pdf
WORK-133.pdf,digital,21,127,APPEALV1;DTE00V10;E10002127940;NIF3SWV39;NIF512V2,E:\SML\SLM Training documents\New Documents Redacted\The State\WORK-133_redacted.pdf
WORK.pdf,digital,21,105,001529518R;APPEALV1;CEPL2V29;DTE00V10;E10002121021;NIF10SV2;NIF512V2;SEPL1V31,E:\SML\SLM Training documents\New Documents Redacted\The State\WORK_redacted.pdf
2-PL.pdf,digital,35,239,"LPL-1000NY2;LPL-1001NY2;LTR-4035;PTC-1001NY2;PTC-1001NY2-0311;a claim.;dies,;should contact their agent or broker. If there",E:\SML\SLM Training documents\New Documents Redacted\Travellers\2-PL_redacted.pdf
CGL-1.pdf,digital,60,355,"(2) The;2810J0237;; but we will not be liable for damages;Losses covered by the Federal Government;Losses occurring in a calendar year;an incomplete;any premium refund due. If;cancels, the refund may;will be deemed to be damages;written notice of cancellation",E:\SML\SLM Training documents\New Documents Redacted\Travellers\CGL-1_redacted.pdf
CGL.pdf,digital,3,8,,E:\SML\SLM Training documents\New Documents Redacted\Travellers\CGL_redacted.pdf
Cyber.pdf,digital,78,343,Extortion Payment;Financial Fraud Loss;ILT-1069;Insured’s Computer System;;Invoice Manipulation Loss;a. Automatic Extended Reporting Period;when applying for this Policy); or;’s direct operational control;,E:\SML\SLM Training documents\New Documents Redacted\Travellers\Cyber_redacted.pdf
PL.pdf,digital,35,239,LPL-1000NY2;LPL-1001NY2;LTR-4035;PTC-1001NY2;PTC-1001NY2-0311,E:\SML\SLM Training documents\New Documents Redacted\Travellers\PL_redacted.pdf
Renewal-CGL.pdf,digital,66,356,,E:\SML\SLM Training documents\New Documents Redacted\Travellers\Renewal-CGL_redacted.pdf
CGL.pdf,digital,63,416,'s behalf are performing operations;CGP0230523;CGP0241223;CL1510812;EAA1000112;F1621012;F2191099;F2750508;F6570508;F6580508;F6821011;F6860612;JPA1000701;NAA1690522;OF PREMISES;SAA1000898;listed,E:\SML\SLM Training documents\New Documents Redacted\UNG\CGL_redacted.pdf
CORPORATION- WORK.pdf,digital,21,135,001337747R;APPEALV1;DTE00V10;E10001978703;NIF3SWV39;NIF512V2,E:\SML\SLM Training documents\New Documents Redacted\USLI\CORPORATION- WORK_redacted.pdf
EO- 1.pdf,digital,21,138,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\EO- 1_redacted.pdf
EO.pdf,digital,12,33,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\EO_redacted.pdf
GL.pdf,digital,46,146,"3562462M;L-618CNY;Policy Conditions;against any ""suit"" seeking damages for;by reason of the selling, serving or",E:\SML\SLM Training documents\New Documents Redacted\USLI\GL_redacted.pdf
LL-GL.pdf,digital,41,142,3562462K;L-618CNY,E:\SML\SLM Training documents\New Documents Redacted\USLI\LL-GL_redacted.pdf
PPL - 4.pdf,digital,21,138,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\PPL - 4_redacted.pdf
PPL -3.pdf,digital,12,33,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\PPL -3_redacted.pdf
PPL- 1.pdf,digital,21,65,"PROF-001;during the Policy Period or if applicable, during",E:\SML\SLM Training documents\New Documents Redacted\USLI\PPL- 1_redacted.pdf
PPL- 2.pdf,digital,21,65,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\PPL- 2_redacted.pdf
PPL.pdf,digital,15,39,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\PPL_redacted.pdf
Prof-L.pdf,digital,12,33,PROF-001,E:\SML\SLM Training documents\New Documents Redacted\USLI\Prof-L_redacted.pdf
4571 - GL.pdf,digital,61,140,AGAINST -;Damage Hazard;R Matson Mechanical;Underground Property;additional insured.;real property.;the loss or damage.;would have in the absence of the,E:\SML\SLM Training documents\New Documents Redacted\UTICA\4571 - GL_redacted.pdf
5870- GL.pdf,scanned,61,344,"AP0230UF;AP0231NY;AP0231NY1008;AP0233UF;AP0365UF;AP0365UF0207;AP0851UF;AP0852UF;AP0852UF0909;AP0853UF;APDEC0919;COMMERCIALPROPERTY;CollapseHazard;GL-890-LA;PRIV0401;We do not pay for bodily injury, property damage,;property;property.",E:\SML\SLM Training documents\New Documents Redacted\UTICA\5870- GL_redacted.pdf
ART Policy - GL.pdf,digital,73,163,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy - GL_redacted.pdf
ART Policy -GLC.pdf,digital,64,149,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy -GLC_redacted.pdf
ART Policy Definition - 2291 - GL.pdf,digital,70,158,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition - 2291 - GL_redacted.pdf
ART Policy Definition - 2630 - GL.pdf,digital,73,166,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition - 2630 - GL_redacted.pdf
ART Policy Definition - 4450 - GL.pdf,digital,63,149,OR CONTRACTORS,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition - 4450 - GL_redacted.pdf
ART Policy Definition - CGL.pdf,digital,5,24,Employee Dishonesty,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition - CGL_redacted.pdf
ART Policy Definition- 4841 - GL.pdf,digital,82,193,", project, or work site ""you"" do not;B4SD12834;Option",E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition- 4841 - GL_redacted.pdf
ART Policy Definition- 4911-GL.pdf,digital,75,164,Eric N. Klein,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition- 4911-GL_redacted.pdf
ART Policy Definition- 7361- GL.pdf,digital,79,160,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition- 7361- GL_redacted.pdf
ART Policy Definition- CGL.pdf,digital,76,166,AGAINST,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition- CGL_redacted.pdf
ART Policy Definition- GL.pdf,digital,60,137,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition- GL_redacted.pdf
ART Policy Definition-GL.pdf,digital,62,146,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition-GL_redacted.pdf
ART Policy Definition_CGL.pdf,digital,75,168,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ART Policy Definition_CGL_redacted.pdf
BOP Policy Definition -GL.pdf,digital,117,134,""" should be;, but only with respect to;BP0734NY;VENDORS;Vendors;by endorsement;to ""us"", whichever occurs first. This",E:\SML\SLM Training documents\New Documents Redacted\UTICA\BOP Policy Definition -GL_redacted.pdf
CUMBR.pdf,digital,62,51,""" as stated under the Knowledge of;"" prior to the inception date of this;"" prior to the inception date of this policy;on the ""declarations"".;shown in the ""declarations""",E:\SML\SLM Training documents\New Documents Redacted\UTICA\CUMBR_redacted.pdf
GL -ART Policy Definition.pdf,digital,64,148,,E:\SML\SLM Training documents\New Documents Redacted\UTICA\GL -ART Policy Definition_redacted.pdf
SKM_22724082914100- CGL.pdf,scanned,4,13,AP0365UF;AP0851UF;AP0853UF,E:\SML\SLM Training documents\New Documents Redacted\UTICA\SKM_22724082914100- CGL_redacted.pdf
ULC Policy Definition- CUMBR.pdf,digital,62,61,Losses,E:\SML\SLM Training documents\New Documents Redacted\UTICA\ULC Policy Definition- CUMBR_redacted.pdf
CLP.pdf,scanned,64,179,CG01630711;ENDORSEMENT;ILP0010104;NAMEDINSURED;PolicyNumber;TRIACCC4;This Endorsement Modifies Your Policy;This Endorsement Modifies Your Policy.;ThisEndorsementModifiesYourPolicy.;limitsofinsurance.,E:\SML\SLM Training documents\New Documents Redacted\WESTERN WORLD\CLP_redacted.pdf
BRCP.pdf,digital,46,13,U-GU-619-A;U-GU-873-A;U-GU-874-B,E:\SML\SLM Training documents\New Documents Redacted\Zurich\BRCP_redacted.pdf
